Que fait un pilote (driver) lors de son installation concernant les ressources système ?;Il formate le disque dur;Il réserve des plages mémoire et des interruptions (IRQ);Il augmente la RAM disponible;Il modifie la vitesse du ventilateur;3;Le pilote déclare les ressources nécessaires comme les IRQ pour éviter les conflits matériels.
Quelle table associe une interruption matérielle à une routine spécifique de traitement ?;La FAT (File Allocation Table);La MBR (Master Boot Record);L'IDT (Interrupt Descriptor Table);Le GPT (GUID Partition Table);4;L'IDT contient les vecteurs d'interruption qui pointent vers les routines (handlers) à exécuter.
Quelle est l'unité de base de stockage sur un disque dur mécanique adressable par un triplet cylindre/tête/secteur ?;Le cluster;Le secteur;La page;Le plateau;3;Le secteur généralement de 512 octets est l'unité de base du stockage sur disque dur.
Quelle est l'unité minimale d'écriture/lecture sur un SSD ?;Le secteur;Le bloc;La page;Le cylindre;4;Sur un SSD la mémoire est divisée en blocs et pages et la page (souvent 4 Ko) est l'unité minimale d'accès.
Quelle est la limite principale du schéma de partitionnement MBR ?;Il ne supporte pas le démarrage;Il gère maximum 4 partitions primaires;Il est incompatible avec Windows;Il nécessite un SSD;3;Le MBR ne peut gérer que quatre partitions primaires et limite la taille des disques à 2,2 To.
Quel système de partitionnement remplace le MBR pour supporter les disques de plus de 2 To ?;FAT32;NTFS;BIOS;GPT;5;Le GPT (GUID Partition Table) supporte un nombre illimité de partitions et les grandes capacités.
En quoi consiste le formatage logique d'un disque ?;Diviser le disque en pistes et secteurs;Écrire les structures du système de fichiers (tables d'allocation);Vérifier la surface physique du disque;Installer le système d'exploitation;3;Le formatage logique écrit les métadonnées et structures comme la FAT ou les inodes sur la partition.
Quelle méthode d'accès est idéale pour les bases de données nécessitant de sauter directement à un enregistrement ?;L'accès séquentiel;L'accès direct (aléatoire);L'accès par flux;L'accès magnétique;3;L'accès direct permet d'atteindre n'importe quel enregistrement via son adresse sans parcourir les précédents.
Quelle structure de données est utilisée par les systèmes Unix/Linux pour stocker les métadonnées des fichiers ?;La FAT;Le secteur de boot;L'inode;Le registre;4;Les systèmes Unix/Linux utilisent des inodes pour stocker les métadonnées et les pointeurs vers les blocs.
Quel est le risque principal de l'utilisation du cache disque en écriture (Write-back) ?;La perte de données en cas de coupure de courant;Le ralentissement du système;L'usure prématurée du processeur;L'incompatibilité logicielle;2;Les données en cache non encore écrites sur le disque peuvent être perdues lors d'un arrêt brutal.
Quel est l'avantage d'un système de fichiers journalisé ?;Il compresse automatiquement les fichiers;Il garantit l'intégrité des données après un crash grâce à un journal des transactions;Il empêche la fragmentation des fichiers;Il crypte les données par défaut;3;Le journal enregistre les changements avant application permettant de récupérer un état cohérent après panne.
Quelle est une limitation technique majeure du BIOS traditionnel ?;Il s'exécute en mode 64 bits;Il ne gère pas le clavier;Il s'exécute en mode 16 bits ce qui est lent;Il est incompatible avec les disques durs;4;Le BIOS s'exécute en mode 16 bits ce qui limite ses performances sur les architectures modernes.
Quelle fonctionnalité de l'UEFI protège contre les malwares s'exécutant avant l'OS (bootkits) ?;Le MBR;Le Secure Boot;Le Fast Boot;Le POST;3;Le Secure Boot est un mécanisme de sécurité avancé intégré à l'UEFI.
Quel bus est optimisé pour connecter des cartes graphiques et disques durs externes ?;Le bus système;Le bus d'adresses;Le bus d'E/S (comme PCIe ou USB);Le bus de données;4;Les bus d'E/S sont conçus pour connecter des périphériques externes avec des débits adaptés.
Que se passe-t-il lors d'une interruption processeur ?;Le processeur s'arrête définitivement;Le processeur sauvegarde son contexte et exécute une routine dédiée;Le périphérique s'éteint;La mémoire vive est effacée;3;Le processeur sauvegarde l'état des registres et le compteur ordinal avant de traiter l'interruption.
