Quelle commande apachectl permet de vérifier la syntaxe du fichier de configuration avant de redémarrer Apache ?;apachectl check;apachectl verify;apachectl configtest;apachectl syntax;4;La commande apachectl configtest vérifie la syntaxe du fichier de configuration et retourne "Syntax OK" si tout est correct, ou un message d'erreur indiquant la ligne et le fichier problématique. Elle est essentielle avant tout redémarrage pour éviter que le service Apache ne redémarre avec une configuration invalide.
Sur une distribution Debian/Ubuntu, comment se nomme le package Apache et où se situe son fichier de configuration principal ?;Package : httpd, configuration principale : /etc/httpd/conf/httpd.conf;Package : apache, configuration principale : /etc/apache/apache.conf;Package : apache2, configuration principale : /etc/apache2/apache2.conf;Package : httpd2, configuration principale : /etc/httpd2/httpd2.conf;4;Sur Debian/Ubuntu, le package s'appelle apache2 et le fichier de configuration principal est /etc/apache2/apache2.conf. La structure utilise des répertoires -available (stockage de la configuration) et -enabled (liens symboliques vers -available). Sur Red Hat/Rocky/Alma, le package est httpd et la config est /etc/httpd/conf/httpd.conf.
Que font les commandes a2enmod et a2dismod sur une distribution Debian/Ubuntu avec Apache ?;a2enmod démarre un module Apache et a2dismod l'arrête;a2enmod active un module Apache en créant un lien symbolique de mods-available vers mods-enabled ; a2dismod le désactive en supprimant ce lien symbolique;a2enmod installe un module depuis internet et a2dismod le désinstalle;a2enmod et a2dismod gèrent les Virtual Hosts Apache;3;Sur Debian/Ubuntu, a2enmod active un module Apache en créant un lien symbolique de mods-available vers mods-enabled. a2dismod supprime ce lien symbolique pour désactiver le module. De même, a2ensite/a2dissite gèrent les sites et a2enconf/a2disconf gèrent les configurations. Un redémarrage Apache est nécessaire après ces changements.
Quels sont les deux fichiers de logs principaux d'Apache et que contient chacun ?;access.log (connexions SSH) et error.log (erreurs kernel) ;access_log (adresse IP, méthode, horodatage, code réponse, taille, referer, user-agent de chaque requête) et error_log (messages d'erreur et messages du serveur);request.log (requêtes HTTP) et debug.log (débogage Apache);apache.log (toutes les informations combinées) et admin.log (actions administrateur);3;Apache utilise deux fichiers de logs : access_log retrace les caractéristiques de chaque requête (IP source, méthode GET/POST, horodatage, code réponse, taille, referer, user-agent). error_log trace les messages d'erreur et les messages du serveur. Les directives LogFormat et CustomLog configurent le format et le chemin du fichier access_log.
Quels sont les niveaux de log Apache du plus grave au moins grave, selon la directive LogLevel ?;fatal, critical, error, warning, info, verbose, debug;panic, emerg, alert, critical, error, warning, info;emerg, alert, crit, error, warn, notice, info, debug;emergency, alert, critical, error, warning, notification, information, debug;4;Les niveaux de log Apache du plus grave au moins grave sont : emerg (urgent, système inutilisable), alert (action immédiate nécessaire), crit (critique), error (erreur anormale), warn (avertissement), notice (événement important mais normal), info (information), debug (trace de débogage). Chaque niveau inclut tous les niveaux de gravité supérieure.
Quelle directive Apache définit le répertoire où sont stockés les documents servis par le serveur web ?;ServerRoot "/etc/httpd";ServerName "www.monserveur.fr";Listen 80;DocumentRoot "/var/www/html";5;La directive DocumentRoot "/var/www/html" définit le répertoire dans lequel sont stockés les documents servis par le serveur web. Les autres directives de configuration de base sont : ServerRoot (racine de la configuration), ServerName (nom du serveur), Listen (port d'écoute), User/Group (utilisateur/groupe des processus Apache).
Quelle est la différence entre un Virtual Host par IP et un Virtual Host par nom dans Apache ?;Il n'y a aucune différence fonctionnelle, c'est uniquement une question de préférence;Un VHost par IP associe chaque site à une adresse IP différente (robuste mais nécessite plusieurs IPs) ; un VHost par nom différencie les sites par le nom de domaine dans la requête HTTP en partageant la même IP (plus économique, utilise SNI pour HTTPS);Un VHost par IP fonctionne uniquement avec HTTP, un VHost par nom fonctionne uniquement avec HTTPS;Un VHost par IP est pour les sites internes, un VHost par nom est pour les sites publics;3;Virtual Host par IP : chaque site associé à une IP différente, robuste pour HTTPS mais nécessite plusieurs IPs (coûteux). Virtual Host par nom : les sites partagent la même IP et sont différenciés par le nom de domaine dans la requête HTTP. Plus économique, plus simple à mettre en œuvre. Grâce à SNI (Server Name Indication), il est aussi utilisable avec HTTPS.
Quelle est la différence entre un proxy et un reverse proxy dans Apache ?;Un proxy gère le cache, un reverse proxy gère la sécurité;Un proxy accepte les requêtes des clients et les transmet vers l'extérieur (Internet) ; un reverse proxy permet l'accès à une zone interne en masquant les adresses réelles des serveurs au client;Un proxy est pour HTTP, un reverse proxy est pour HTTPS;Un proxy gère les Virtual Hosts, un reverse proxy gère l'équilibrage de charge;3;Un proxy est un serveur intermédiaire qui accepte les requêtes HTTP du client et les transmet au serveur de destination, permettant de sortir vers Internet. Un reverse proxy permet l'accès à une zone interne en masquant les adresses réelles des serveurs au client. Les deux nécessitent le module mod_proxy_http. Le reverse proxy utilise les directives ProxyPass et ProxyPassReverse.
Quelle directive Apache configure HTTPS et quel module doit être activé ?;La directive HTTPSEnable On, module mod_https;La directive SSLEngine on (sur le VirtualHost port 443), module mod_ssl, avec SSLCertificateFile et SSLCertificateKeyFile pour localiser le certificat;La directive TLSEngine on, module mod_tls;La directive SecureMode on, module mod_secure;3;HTTPS est configuré via SSLEngine on dans un VirtualHost sur le port 443, avec le module mod_ssl. Il faut localiser le certificat (SSLCertificateFile) et la clé privée (SSLCertificateKeyFile). La directive SSLProtocol restreint les versions TLS (ex: TLSv1.2 TLSv1.3) et SSLCipherSuite définit les algorithmes cryptographiques autorisés.
Pourquoi est-il recommandé d'utiliser ServerTokens Prod dans la configuration Apache ?;Pour améliorer les performances en désactivant les informations de version;Pour ne pas diffuser dans les réponses les informations sur la version d'Apache utilisée et les modules installés, réduisant ainsi l'exposition aux vulnérabilités connues;Pour activer le mode production avec des timeouts optimisés;Pour forcer l'utilisation de TLS 1.3 uniquement;3;La directive ServerTokens Prod configure Apache pour n'envoyer que "Server: Apache" dans les entêtes de réponse, sans divulguer la version exacte ni les modules installés. Cela évite qu'un attaquant puisse cibler des vulnérabilités connues d'une version spécifique.
Quelle est la différence entre les MPM prefork, worker et event d'Apache ?;Prefork est le plus récent, worker est obsolète, event est pour les petits sites;Prefork (processus mono-threadés, seul compatible modules non thread-safe mais consommation mémoire élevée), worker (multi-threadés, mémoire réduite, modules thread-safe obligatoires), event (variante de worker avec gestion asynchrone des connexions inactives, recommandé pour nombreuses connexions longues);Les trois MPM sont identiques, seul leur nom diffère selon la distribution Linux;Prefork gère PHP, worker gère Python, event gère Node.js;3;Les trois MPM Apache sont : prefork (chaque requête = un processus mono-threadé, seul compatible modules non thread-safe comme PHP, mémoire élevée), worker (chaque processus peut gérer plusieurs threads, mémoire réduite, modules doivent être thread-safe), event (variante de worker avec gestion asynchrone des connexions inactives, conseillé pour sites avec nombreuses connexions longues comme websockets).
Que fait la directive KeepAlive dans la configuration Apache et quel bénéfice apporte-t-elle ?;Elle maintient Apache en vie après une panne en le redémarrant automatiquement;Elle permet le multiplexage des requêtes dans une connexion TCP (HTTP/1.1 keep-alive), améliorant les performances quand le client réalise de nombreuses requêtes sur la même connexion;Elle garde en mémoire les pages récemment accédées pour accélérer les réponses;Elle maintient ouvertes les sessions SSL/TLS pour éviter les renégociations;3;KeepAlive On permet le multiplexage des requêtes dans une connexion TCP : le serveur ne ferme pas immédiatement la connexion après une réponse et attend d'éventuelles requêtes suivantes. Cela améliore les performances pour les clients avec de nombreuses requêtes. KeepAliveTimeout définit le temps d'attente et MaxKeepAliveRequests le nombre maximal de requêtes.
Quel logiciel est recommandé comme alternative à Apache pour un proxy internet et quel est son avantage ?;HAProxy, car c'est le seul logiciel de proxy disponible sous Linux;Nginx, car il peut aussi faire office de proxy web;Squid, car c'est le logiciel le plus utilisé comme proxy internet et il supporte aussi d'autres protocoles comme FTP;Varnish, car il met en cache les réponses du proxy pour accélérer les requêtes;4;Squid est le logiciel le plus utilisé comme proxy internet. Il supporte aussi d'autres protocoles comme FTP. Pour la répartition de charge (load balancing), HAProxy est recommandé (robuste, nombreuses options de routage). Pour le cache de contenu web, Varnish est spécialisé. Nginx est l'alternative la plus utilisée pour servir du contenu statique et dynamique.
Quels sont les avantages de Nginx par rapport à Apache comme serveur web ?;Nginx supporte plus de modules qu'Apache et est plus facile à configurer;Nginx est très performant et peu gourmand en mémoire, c'est le serveur web le plus utilisé sur Internet pour les sites à fort trafic;Nginx est uniquement disponible sous Windows Server;Nginx ne supporte pas HTTPS, contrairement à Apache;3;Nginx est très performant et peu gourmand en mémoire. C'est aujourd'hui le serveur web le plus utilisé sur Internet (dépassant Apache en parts de marché). Il dispose d'une offre opensource et d'une solution payante (Nginx Plus) pour certaines fonctionnalités avancées. Il est aussi excellent en reverse proxy et répartition de charge.
Quelle directive Apache et quels paramètres permettent de limiter le nombre de processus et threads pour la performance ?;ProcessMax et ThreadMax dans httpd.conf;ServerLimit (nombre maximal de processus), MinSpareServers/MaxSpareServers (processus en attente), MaxRequestPerChild (requêtes par processus avant renouvellement), MinSpareThreads/MaxSpareThreads (pour worker/event);CPULimit et MemoryLimit dans le fichier de configuration MPM;WorkerProcesses et WorkerThreads dans le fichier workers.conf;3;Pour le tuning des performances Apache : ServerLimit définit le nombre maximal de processus, MinSpareServers/MaxSpareServers définissent le nombre de processus en attente (prefork), MaxRequestPerChild limite le nombre de requêtes traitées par processus avant renouvellement (pour éviter les fuites mémoire), et MinSpareThreads/MaxSpareThreads pour les modes worker et event.
